student_id,fee_submission_date,day_of_month
85,7/29/2022,29
21,8/16/2022,16
27,7/24/2023,24
42,4/20/2022,20
23,1/27/2023,27
19,5/4/2024,4
81,1/20/2024,20
32,8/13/2024,13
15,1/27/2023,27
1,8/23/2023,23
85,9/28/2022,28
13,4/17/2024,17
88,11/7/2024,7
40,3/10/2023,10
4,5/8/2024,8
45,10/9/2022,9
17,3/20/2024,20
99,8/24/2023,24
36,10/26/2023,26
93,8/12/2024,12
90,11/1/2022,1
15,12/3/2024,3
71,10/10/2023,10
77,6/15/2024,15
96,1/22/2024,22
9,7/8/2024,8
63,1/22/2023,22
75,10/27/2023,27
57,1/5/2022,5
25,7/7/2023,7
57,12/16/2021,16
93,11/7/2024,7
22,7/24/2023,24
67,8/24/2023,24
72,1/23/2023,23
89,3/7/2024,7
28,11/30/2024,30
67,5/16/2023,16
99,10/29/2022,29
85,5/26/2023,26
57,9/30/2023,30
40,11/11/2023,11
99,3/16/2023,16
22,11/20/2023,20
72,3/9/2023,9
83,10/27/2023,27
76,7/20/2022,20
97,1/30/2024,30
55,11/13/2023,13
40,12/16/2021,16
8,7/6/2024,6
72,11/18/2024,18
60,8/12/2024,12
79,3/10/2023,10
40,1/27/2024,27
51,8/11/2023,11
24,3/16/2023,16
48,5/16/2023,16
98,4/19/2022,19
44,7/23/2022,23
14,11/13/2023,13
14,9/30/2023,30
81,1/27/2023,27
89,4/21/2023,21
62,6/4/2023,4
85,8/31/2023,31
94,12/9/2022,9
8,2/16/2023,16
45,1/5/2024,5
39,4/14/2023,14
35,1/10/2023,10
17,1/17/2023,17
66,8/23/2023,23
65,3/20/2024,20
29,5/15/2024,15
95,9/2/2023,2
25,4/22/2024,22
83,4/1/2023,1
90,6/25/2022,25
45,8/11/2023,11
25,4/1/2023,1
68,9/2/2023,2
66,1/6/2024,6
78,2/11/2022,11
97,7/19/2022,19
2,9/30/2023,30
92,4/17/2024,17
22,1/31/2023,31
46,10/29/2022,29
20,9/25/2024,25
50,1/5/2022,5
27,8/12/2024,12
34,9/11/2024,11
2,3/20/2024,20
52,3/11/2024,11
9,5/2/2023,2
16,4/20/2022,20
8,7/19/2022,19
96,4/19/2022,19
87,6/7/2023,7
56,4/17/2024,17
16,11/25/2023,25
83,9/2/2023,2
8,6/23/2022,23
44,7/17/2023,17
47,10/5/2023,5
100,5/5/2024,5
76,6/29/2024,29
93,7/28/2022,28
26,3/10/2023,10
9,5/3/2024,3
89,10/29/2024,29
94,7/17/2023,17
99,9/9/2023,9
19,5/4/2022,4
26,10/26/2023,26
52,3/26/2024,26
69,6/15/2024,15
36,12/27/2022,27
90,4/1/2023,1
96,8/23/2024,23
12,1/6/2024,6
5,3/4/2023,4
2,2/25/2022,25
55,8/24/2023,24
97,9/9/2024,9
56,2/2/2023,2
54,3/2/2024,2
61,12/13/2021,13
3,7/29/2022,29
73,3/7/2024,7
15,12/4/2022,4
56,3/24/2022,24
37,4/26/2023,26
72,2/25/2022,25
17,8/27/2023,27
43,4/17/2024,17
50,8/13/2024,13
28,4/25/2023,25
97,1/6/2024,6
13,2/16/2023,16
50,11/18/2024,18
27,10/4/2023,4
58,12/29/2022,29
40,1/16/2022,16
48,4/25/2023,25
91,4/19/2022,19
15,6/25/2022,25
86,5/28/2024,28
90,7/8/2024,8
53,1/31/2023,31
64,3/26/2024,26
40,2/26/2024,26
52,10/5/2023,5
67,2/25/2022,25
37,9/9/2023,9
48,11/13/2023,13
6,4/17/2024,17
77,9/25/2024,25
24,10/8/2022,8
43,7/23/2023,23
21,8/31/2024,31
81,12/27/2022,27
40,6/15/2024,15
43,7/18/2024,18
66,7/10/2024,10
81,12/4/2022,4
87,8/26/2023,26
99,2/28/2022,28
96,10/4/2023,4
12,6/24/2022,24
99,5/1/2023,1
63,9/9/2024,9
63,6/25/2022,25
29,10/14/2022,14
95,5/8/2024,8
47,10/14/2024,14
5,12/9/2022,9
89,5/16/2023,16
66,6/7/2023,7
3,2/24/2022,24
22,7/24/2023,24
55,8/8/2022,8
43,3/10/2023,10
87,8/26/2023,26
55,8/20/2024,20
31,5/4/2022,4
9,1/22/2024,22
83,7/23/2022,23
46,9/6/2022,6
95,7/10/2024,10
24,10/14/2024,14
9,2/16/2023,16
97,10/5/2022,5
76,7/19/2022,19
71,6/24/2022,24
36,2/16/2023,16
33,7/26/2022,26
77,8/20/2024,20
16,3/30/2024,30
19,5/8/2024,8
53,9/12/2024,12
94,8/12/2024,12
95,1/16/2022,16
99,5/5/2024,5
86,4/26/2023,26
80,4/21/2023,21
81,4/21/2023,21
85,10/8/2022,8
48,1/16/2022,16
76,7/29/2023,29
96,9/28/2022,28
56,3/11/2024,11
66,6/12/2024,12
71,1/6/2024,6
93,11/11/2023,11
18,12/25/2022,25
58,8/26/2023,26
55,11/30/2024,30
53,2/15/2022,15
20,7/29/2023,29
5,6/24/2022,24
30,8/16/2022,16
43,10/27/2023,27
36,5/4/2022,4
61,4/14/2023,14
69,8/26/2023,26
54,4/5/2023,5
24,9/30/2023,30
4,2/17/2022,17
11,2/16/2023,16
17,11/7/2024,7
10,12/9/2022,9
39,2/2/2023,2
81,6/12/2022,12
6,2/26/2024,26
80,7/7/2023,7
49,9/9/2023,9
47,6/15/2024,15
98,1/27/2024,27
87,2/26/2024,26
42,5/26/2023,26
95,5/5/2024,5
32,12/29/2022,29
40,1/5/2022,5
38,1/22/2023,22
34,3/2/2024,2
55,7/26/2022,26
92,12/9/2022,9
38,9/30/2023,30
84,1/31/2023,31
52,3/2/2024,2
15,3/9/2023,9
9,8/23/2024,23
26,3/20/2024,20
9,12/17/2021,17
8,10/29/2022,29
51,7/6/2024,6
72,4/12/2024,12
7,6/30/2022,30
97,3/11/2024,11
47,8/24/2023,24
88,3/11/2024,11
67,2/11/2022,11
55,7/23/2023,23
83,1/27/2024,27
94,9/4/2024,4
29,7/8/2024,8
83,8/26/2023,26
66,6/25/2022,25
95,5/8/2024,8
17,9/11/2024,11
21,7/17/2023,17
86,4/20/2022,20
56,5/5/2024,5
5,2/21/2022,21
57,8/16/2022,16
49,11/7/2024,7
12,12/17/2021,17
6,3/16/2023,16
79,3/24/2022,24
33,7/17/2023,17
68,12/3/2024,3
78,9/30/2023,30
20,1/27/2023,27
13,5/2/2023,2
11,8/20/2024,20
14,3/24/2022,24
78,4/20/2022,20
52,11/18/2024,18
27,9/9/2023,9
18,10/21/2023,21
38,2/2/2023,2
53,9/2/2023,2
49,8/8/2022,8
95,8/23/2023,23
23,5/16/2023,16
56,2/21/2022,21
3,12/9/2022,9
90,9/11/2024,11
10,2/15/2022,15
32,12/12/2021,12
46,2/26/2023,26
8,9/30/2023,30
58,1/5/2022,5
28,3/4/2023,4
52,10/5/2022,5
12,8/8/2022,8
33,10/4/2023,4
75,10/4/2023,4
57,10/29/2024,29
7,7/23/2022,23
9,3/16/2023,16
49,9/21/2024,21
43,4/19/2022,19
81,5/4/2022,4
81,9/25/2024,25
78,1/4/2024,4
50,8/12/2024,12
86,3/11/2022,11
67,2/24/2022,24
51,6/7/2023,7
52,3/30/2024,30
97,8/9/2022,9
21,3/24/2022,24
18,3/11/2022,11
37,2/16/2023,16
26,2/1/2023,1
92,8/27/2023,27
53,11/7/2024,7
5,8/11/2022,11
98,7/10/2024,10
41,5/2/2023,2
79,12/25/2022,25
25,3/26/2024,26
19,2/1/2023,1
69,3/9/2023,9
10,3/4/2023,4
7,4/22/2024,22
24,3/16/2023,16
39,8/8/2022,8
21,11/1/2022,1
58,7/14/2024,14
21,2/24/2022,24
30,6/15/2023,15
53,5/15/2024,15
36,5/8/2024,8
3,3/11/2024,11
28,3/11/2024,11
85,8/24/2023,24
6,9/30/2023,30
46,12/16/2021,16
61,5/2/2024,2
90,1/31/2023,31
48,5/28/2024,28
77,8/31/2023,31
69,3/30/2024,30
8,12/29/2023,29
34,2/28/2022,28
19,9/28/2022,28
29,11/13/2023,13
37,7/27/2022,27
7,4/3/2023,3
68,7/20/2022,20
79,12/13/2021,13
55,1/22/2024,22
75,3/30/2024,30
19,2/28/2022,28
58,12/27/2022,27
93,11/2/2022,2
98,4/12/2024,12
76,12/16/2021,16
88,7/28/2022,28
45,11/13/2022,13
84,6/12/2022,12
6,11/7/2024,7
19,10/4/2023,4
90,5/29/2023,29
18,8/24/2023,24
78,1/16/2022,16
15,1/5/2024,5
74,4/17/2024,17
63,10/13/2022,13
7,6/15/2024,15
16,7/24/2023,24
5,1/27/2023,27
29,9/25/2024,25
46,2/15/2022,15
51,11/18/2024,18
70,3/20/2024,20
8,3/4/2023,4
66,1/4/2024,4
4,11/2/2022,2
73,6/20/2023,20
15,4/12/2022,12
90,3/24/2022,24
51,7/6/2024,6
68,5/15/2024,15
12,2/28/2022,28
73,3/11/2024,11
50,10/10/2023,10
77,10/14/2024,14
68,7/29/2023,29
38,10/14/2022,14
30,4/5/2023,5
100,10/5/2022,5
47,5/1/2023,1
6,7/27/2022,27
68,6/15/2024,15
89,4/22/2023,22
12,5/8/2024,8
32,8/11/2023,11
98,9/2/2023,2
45,1/5/2024,5
53,11/2/2022,2
2,1/5/2022,5
80,4/1/2023,1
73,8/8/2022,8
9,1/10/2023,10
72,3/25/2024,25
86,7/27/2022,27
82,7/27/2022,27
75,10/10/2023,10
96,7/23/2023,23
9,6/25/2022,25
72,8/31/2024,31
7,3/11/2024,11
45,12/6/2024,6
99,5/5/2024,5
49,12/9/2022,9
9,5/28/2024,28
10,8/29/2022,29
29,4/21/2023,21
66,3/9/2023,9
100,2/26/2024,26
92,5/4/2022,4
20,2/28/2022,28
16,10/5/2023,5
43,3/26/2024,26
19,6/30/2022,30
56,8/16/2022,16
54,4/20/2022,20
39,4/21/2023,21
62,3/10/2023,10
19,8/11/2023,11
74,9/2/2023,2
62,5/3/2024,3
27,12/28/2022,28
43,5/16/2023,16
32,10/29/2022,29
5,9/10/2022,10
71,1/27/2023,27
83,7/29/2023,29
39,2/26/2023,26
75,3/7/2024,7
44,9/30/2023,30
77,5/29/2023,29
56,8/23/2023,23
64,3/16/2023,16
30,6/27/2023,27
33,2/25/2022,25
8,2/2/2023,2
81,4/1/2023,1
33,5/15/2024,15
35,8/11/2022,11
59,2/17/2022,17
72,1/5/2022,5
12,3/25/2024,25
93,8/20/2024,20
68,8/29/2022,29
66,7/17/2023,17
96,8/27/2023,27
75,5/3/2024,3
67,1/27/2023,27
95,12/28/2022,28
69,1/16/2022,16
50,4/16/2022,16
83,3/26/2024,26
82,12/6/2023,6
10,3/9/2023,9
5,4/25/2023,25
36,4/17/2024,17
27,10/27/2023,27
57,7/23/2022,23
41,8/16/2022,16
15,2/21/2022,21
53,1/10/2023,10
33,3/11/2022,11
62,2/26/2023,26
25,6/7/2023,7
21,5/4/2024,4
68,12/3/2022,3
38,9/11/2024,11
86,1/17/2023,17
55,6/15/2024,15
58,4/19/2022,19
45,10/27/2023,27
6,11/18/2024,18
64,7/7/2023,7
91,5/16/2023,16
20,7/28/2022,28
30,12/28/2022,28
5,6/24/2022,24
56,2/16/2023,16
39,9/12/2024,12
61,11/13/2022,13
38,1/5/2024,5
82,3/7/2024,7
13,3/3/2023,3
83,12/17/2021,17
76,3/20/2024,20
36,7/23/2023,23
51,12/28/2022,28
3,5/16/2023,16
46,9/9/2023,9
71,4/14/2023,14
89,9/28/2022,28
2,9/10/2022,10
85,3/30/2024,30
37,2/21/2022,21
87,6/15/2024,15
65,1/22/2023,22
17,1/22/2023,22
72,8/18/2022,18
33,7/10/2024,10
32,10/10/2023,10
49,4/21/2023,21
72,5/16/2023,16
4,8/23/2023,23
24,12/12/2021,12
72,9/4/2024,4
36,8/12/2024,12
26,11/2/2022,2
91,8/20/2024,20
82,1/27/2023,27
60,3/16/2023,16
55,6/30/2022,30
96,1/24/2023,24
40,11/1/2022,1
75,9/10/2022,10
42,7/15/2024,15
11,8/20/2024,20
96,10/5/2023,5
19,5/16/2023,16
82,4/16/2022,16
42,2/25/2022,25
14,12/16/2021,16
3,11/2/2022,2
66,1/31/2023,31
17,8/26/2023,26
56,6/7/2023,7
46,8/12/2024,12
68,1/23/2023,23
42,4/12/2024,12
25,1/31/2023,31
96,8/26/2023,26
78,4/12/2024,12
95,4/17/2024,17
36,8/29/2022,29
2,1/17/2023,17
72,4/16/2022,16
66,1/22/2023,22
45,7/29/2023,29
68,2/26/2023,26
92,3/16/2023,16
45,10/27/2023,27
67,9/2/2023,2
43,6/20/2023,20
94,11/30/2024,30
94,12/12/2021,12
52,8/23/2024,23
58,4/17/2024,17
53,1/6/2024,6
73,9/9/2024,9
25,9/9/2024,9
50,6/25/2022,25
38,7/18/2024,18
91,11/13/2023,13
1,6/12/2024,12
56,10/14/2024,14
45,10/13/2022,13
66,1/10/2023,10
97,12/3/2024,3
19,3/16/2023,16
38,12/17/2021,17
90,4/22/2024,22
53,6/25/2022,25
5,10/27/2023,27
78,8/20/2024,20
51,4/19/2022,19
64,5/8/2024,8
7,12/27/2022,27
89,4/1/2023,1
91,6/15/2024,15
32,5/16/2023,16
95,5/8/2024,8
49,9/9/2023,9
23,2/25/2022,25
58,5/8/2024,8
99,8/23/2023,23
35,12/29/2022,29
26,12/27/2022,27
15,10/27/2023,27
68,3/7/2022,7
42,4/19/2022,19
34,4/1/2023,1
84,9/28/2022,28
23,5/3/2024,3
43,1/10/2023,10
71,4/14/2023,14
86,4/21/2023,21
78,1/27/2023,27
77,7/23/2023,23
68,5/2/2024,2
78,12/6/2023,6
70,4/26/2023,26
63,1/23/2023,23
74,3/30/2024,30
52,2/16/2023,16
41,8/16/2022,16
58,8/26/2023,26
3,2/17/2022,17
85,11/25/2023,25
16,5/3/2024,3
15,6/15/2024,15
36,3/11/2024,11
32,1/27/2024,27
53,12/25/2022,25
5,7/20/2022,20
18,9/30/2023,30
74,7/24/2023,24
72,2/21/2022,21
62,6/6/2023,6
8,12/9/2022,9
55,6/29/2024,29
90,9/21/2024,21
58,10/8/2022,8
7,8/8/2022,8
97,8/27/2023,27
15,9/9/2024,9
49,5/26/2023,26
89,4/3/2023,3
84,4/22/2023,22
13,11/1/2022,1
74,8/27/2023,27
85,10/5/2022,5
81,12/25/2022,25
17,8/9/2022,9
39,1/5/2022,5
61,3/20/2024,20
9,3/7/2022,7
85,2/24/2022,24
95,5/8/2024,8
40,12/28/2022,28
82,10/14/2024,14
68,5/16/2023,16
88,1/27/2024,27
53,1/27/2023,27
48,1/22/2023,22
95,6/29/2024,29
67,11/7/2024,7
62,3/10/2023,10
81,11/2/2022,2
66,6/12/2022,12
65,9/4/2024,4
52,8/18/2022,18
38,6/15/2023,15
82,12/25/2022,25
54,6/29/2024,29
86,5/16/2023,16
9,12/9/2022,9
25,12/25/2022,25
89,5/29/2023,29
48,11/13/2022,13
58,7/6/2024,6
10,6/25/2022,25
94,4/12/2024,12
6,9/9/2024,9
31,11/7/2024,7
71,12/30/2022,30
30,3/7/2024,7
48,11/11/2023,11
6,7/23/2022,23
86,4/22/2023,22
44,12/27/2022,27
89,3/11/2024,11
87,11/20/2023,20
68,12/29/2023,29
43,3/26/2024,26
91,12/3/2022,3
73,1/23/2023,23
47,6/23/2022,23
82,1/23/2023,23
95,10/13/2022,13
65,3/7/2022,7
23,8/20/2024,20
67,9/2/2023,2
88,11/20/2023,20
74,12/29/2023,29
26,4/19/2022,19
94,6/12/2024,12
88,7/17/2023,17
16,5/29/2023,29
57,7/19/2022,19
90,2/26/2023,26
63,1/22/2024,22
40,12/25/2022,25
76,7/27/2022,27
70,7/26/2022,26
84,5/2/2024,2
5,11/25/2023,25
59,7/20/2022,20
47,11/7/2024,7
64,3/16/2023,16
19,3/11/2022,11
24,10/8/2022,8
30,3/10/2023,10
98,3/2/2024,2
4,2/17/2022,17
48,8/31/2024,31
28,7/19/2022,19
83,3/11/2024,11
82,5/28/2024,28
59,12/30/2022,30
90,10/13/2022,13
15,11/13/2023,13
54,3/11/2022,11
24,1/22/2023,22
96,8/27/2023,27
16,3/3/2023,3
70,6/6/2023,6
13,10/14/2024,14
2,12/16/2021,16
47,2/17/2022,17
48,7/29/2023,29
83,5/5/2024,5
10,1/27/2023,27
76,3/11/2022,11
25,11/7/2024,7
75,12/17/2021,17
18,3/30/2024,30
41,8/11/2022,11
93,12/30/2022,30
23,1/27/2024,27
54,4/21/2023,21
39,5/8/2024,8
76,1/24/2023,24
9,11/18/2024,18
4,11/13/2023,13
24,11/25/2023,25
32,7/26/2022,26
58,11/23/2024,23
19,8/13/2024,13
87,5/8/2024,8
43,11/13/2023,13
100,10/10/2023,10
30,12/30/2022,30
85,12/17/2021,17
77,4/22/2023,22
99,12/9/2022,9
87,3/7/2022,7
64,5/29/2023,29
48,4/20/2022,20
20,8/12/2024,12
72,5/26/2023,26
14,1/5/2022,5
37,3/20/2024,20
82,11/1/2022,1
65,3/19/2024,19
56,9/9/2023,9
80,7/14/2024,14
72,12/16/2021,16
99,6/6/2023,6
84,10/9/2022,9
4,8/23/2024,23
26,5/5/2024,5
24,4/22/2023,22
23,3/7/2024,7
30,1/10/2023,10
68,9/2/2023,2
95,7/26/2022,26
38,3/7/2024,7
13,4/22/2023,22
8,10/14/2024,14
92,11/7/2024,7
43,7/14/2024,14
20,1/5/2022,5
53,10/29/2024,29
37,9/6/2022,6
60,4/17/2024,17
87,12/4/2022,4
15,1/23/2023,23
66,4/21/2023,21
11,10/8/2022,8
67,4/12/2024,12
22,11/1/2022,1
99,5/2/2024,2
62,7/18/2024,18
41,3/16/2023,16
74,10/10/2023,10
3,5/29/2023,29
68,10/26/2023,26
58,10/13/2022,13
24,5/29/2023,29
91,8/8/2022,8
10,7/18/2024,18
55,9/10/2022,10
16,2/17/2022,17
50,1/12/2023,12
84,2/16/2023,16
100,4/22/2024,22
83,6/12/2022,12
93,4/17/2024,17
1,12/27/2022,27
85,8/11/2023,11
28,1/27/2024,27
20,11/13/2022,13
69,7/6/2024,6
69,7/18/2024,18
49,10/21/2023,21
67,11/1/2022,1
51,4/14/2023,14
88,2/15/2022,15
36,8/11/2023,11
22,12/28/2022,28
81,3/3/2023,3
21,4/22/2023,22
10,11/13/2022,13
56,7/28/2022,28
48,6/12/2022,12
17,5/4/2024,4
86,6/6/2023,6
51,1/22/2023,22
22,6/27/2023,27
84,2/28/2022,28
23,6/6/2023,6
51,9/21/2024,21
99,1/4/2024,4
43,8/9/2022,9
71,8/11/2022,11
27,2/26/2024,26
44,4/22/2023,22
7,5/16/2023,16
48,3/19/2024,19
14,4/12/2024,12
94,10/13/2022,13
88,6/15/2023,15
78,8/8/2022,8
26,3/20/2024,20
72,8/26/2023,26
7,2/16/2023,16
73,2/26/2024,26
41,6/30/2022,30
69,3/7/2024,7
81,7/23/2023,23
4,6/12/2022,12
3,7/6/2024,6
10,10/10/2023,10
2,3/2/2024,2
22,4/22/2024,22
16,7/19/2022,19
3,10/4/2023,4
57,12/17/2021,17
22,7/29/2023,29
83,11/25/2023,25
73,10/5/2022,5
27,6/27/2023,27
88,3/7/2024,7
71,3/20/2024,20
12,1/4/2024,4
13,12/4/2022,4
35,12/6/2023,6
9,7/18/2024,18
85,12/25/2022,25
71,10/29/2022,29
17,1/16/2022,16
34,11/25/2023,25
92,9/9/2024,9
21,7/29/2023,29
85,1/5/2022,5
42,12/4/2022,4
80,5/3/2024,3
46,6/30/2022,30
45,4/12/2024,12
58,12/17/2021,17
19,12/6/2024,6
2,9/9/2023,9
15,3/19/2024,19
35,7/15/2024,15
6,12/16/2021,16
22,9/28/2022,28
48,4/21/2023,21
92,2/24/2022,24
40,7/10/2024,10
12,7/8/2024,8
7,2/15/2022,15
33,1/20/2024,20
54,1/4/2024,4
27,4/14/2023,14
3,4/20/2022,20
8,8/12/2024,12
11,5/28/2024,28
89,3/11/2024,11
49,10/14/2022,14
96,12/28/2022,28
81,3/30/2024,30
83,5/4/2022,4
67,6/4/2023,4
83,10/13/2022,13
41,3/9/2023,9
22,1/10/2023,10
40,4/16/2022,16
43,7/19/2022,19
98,7/7/2023,7
26,6/30/2022,30
91,6/27/2023,27
82,4/22/2024,22
82,3/26/2024,26
63,1/6/2024,6
30,3/7/2024,7
31,1/6/2024,6
16,2/2/2023,2
32,3/10/2023,10
46,9/6/2022,6
47,2/2/2023,2
82,3/7/2022,7
9,10/27/2023,27
13,4/22/2024,22
32,5/28/2024,28
87,3/4/2023,4
25,3/26/2024,26
16,10/14/2022,14
77,4/21/2023,21
79,7/29/2023,29
88,12/27/2022,27
63,3/20/2024,20
55,8/23/2023,23
98,4/12/2024,12
41,9/11/2024,11
58,5/15/2024,15
97,7/10/2024,10
76,1/27/2023,27
6,2/26/2024,26
24,5/15/2024,15
23,12/28/2022,28
35,11/2/2022,2
70,12/3/2024,3
88,9/30/2023,30
42,8/12/2024,12
54,6/20/2023,20
49,7/20/2022,20
95,6/20/2023,20
91,5/29/2023,29
76,6/6/2023,6
38,7/26/2022,26
77,12/9/2022,9
33,4/14/2023,14
52,11/7/2024,7
16,7/27/2022,27
80,2/24/2022,24
72,8/27/2023,27
30,7/26/2022,26
63,4/25/2023,25
3,4/20/2022,20
15,1/10/2023,10
69,6/7/2023,7
45,2/16/2023,16
50,7/24/2023,24
83,1/5/2022,5
21,5/15/2024,15
15,8/16/2022,16
98,10/14/2024,14
64,9/10/2022,10
12,2/26/2023,26
95,10/14/2022,14
17,1/12/2023,12
90,2/16/2023,16
97,12/6/2024,6
98,7/29/2023,29
32,3/7/2024,7
90,6/12/2022,12
17,8/16/2022,16
28,9/2/2023,2
20,12/25/2022,25
84,5/2/2024,2
81,4/1/2023,1
29,12/6/2023,6
12,6/27/2023,27
1,2/26/2023,26
31,3/26/2024,26
83,8/11/2022,11
69,11/13/2022,13
61,1/16/2022,16
64,11/30/2024,30
89,10/14/2024,14
26,5/26/2023,26
61,7/14/2024,14
41,1/12/2023,12
84,1/12/2023,12
93,10/10/2023,10
76,11/1/2022,1
11,8/23/2023,23
91,7/20/2022,20
55,6/4/2023,4
12,9/9/2024,9
60,2/1/2023,1
38,4/12/2024,12
60,4/26/2023,26
43,10/27/2023,27
38,6/15/2023,15
89,11/11/2023,11
87,1/23/2023,23
79,2/16/2023,16
12,3/24/2022,24
4,10/13/2022,13
82,8/31/2024,31
99,1/12/2023,12
57,3/25/2024,25
22,12/3/2024,3
41,12/4/2022,4
25,4/17/2024,17
31,12/6/2024,6
32,3/19/2024,19
71,2/28/2022,28
50,7/6/2024,6
45,8/16/2022,16
31,1/30/2024,30
24,12/3/2024,3
48,5/26/2023,26
80,9/9/2024,9
30,1/17/2023,17
30,12/9/2022,9
49,1/16/2022,16
11,8/29/2022,29
79,6/25/2022,25
32,2/28/2022,28
10,6/7/2023,7
55,7/27/2022,27
38,7/23/2022,23
86,11/7/2024,7
74,9/2/2023,2
30,1/20/2024,20
54,4/22/2024,22
82,10/29/2022,29
66,6/6/2023,6
6,9/28/2022,28
10,8/8/2022,8
19,8/18/2022,18
36,6/12/2022,12
59,7/7/2023,7
43,11/11/2023,11
94,4/14/2023,14
24,12/17/2021,17
87,12/17/2021,17
86,3/7/2024,7
33,6/12/2022,12
16,3/19/2024,19
100,9/12/2024,12
98,1/4/2024,4
67,9/12/2024,12
49,10/14/2024,14
52,7/26/2022,26
70,6/4/2023,4
39,11/13/2023,13
21,5/4/2022,4
80,8/9/2022,9
8,8/11/2022,11
49,3/20/2024,20
58,1/10/2023,10
3,5/2/2023,2
93,4/22/2023,22
54,4/3/2023,3
39,6/23/2022,23
91,7/10/2024,10
97,5/4/2022,4
81,6/12/2024,12
28,9/2/2023,2
16,1/16/2022,16
9,10/5/2023,5
72,8/16/2022,16
97,3/25/2024,25
92,7/15/2024,15
94,5/26/2023,26
56,1/20/2024,20
13,7/28/2022,28
93,12/28/2022,28
37,3/11/2022,11
60,4/16/2022,16
49,2/16/2023,16
43,2/28/2022,28
25,7/23/2022,23
82,7/26/2022,26
6,10/27/2023,27
57,2/16/2023,16
46,2/11/2022,11
7,6/20/2023,20
55,9/25/2024,25
25,8/9/2022,9
70,3/4/2023,4
65,1/5/2022,5
79,9/30/2023,30
37,6/15/2024,15
65,1/17/2023,17
20,7/29/2023,29
53,12/30/2022,30
24,8/20/2024,20
1,3/2/2024,2
91,7/28/2022,28
75,8/23/2023,23
7,4/22/2024,22
81,11/11/2023,11
82,3/16/2023,16
75,3/7/2022,7
58,12/25/2022,25
27,8/23/2023,23
80,7/27/2022,27
78,3/4/2023,4
99,9/2/2023,2
85,4/20/2022,20
46,8/8/2022,8
29,4/5/2023,5
48,1/4/2024,4
60,10/8/2022,8
51,12/27/2022,27
4,4/17/2024,17
21,9/11/2024,11
30,8/18/2022,18
30,12/9/2022,9
46,8/8/2022,8
68,8/23/2023,23
96,8/13/2024,13
83,5/15/2024,15
100,4/3/2023,3
3,11/18/2024,18
20,8/13/2024,13
14,10/14/2022,14
13,10/5/2022,5
77,8/12/2024,12
48,4/22/2024,22
21,9/30/2023,30
52,5/28/2024,28
31,1/5/2022,5
13,6/24/2022,24
54,7/24/2023,24
77,6/7/2023,7
88,3/9/2023,9
73,9/28/2022,28
95,1/23/2023,23
29,3/10/2023,10
49,9/30/2023,30
63,11/7/2024,7
55,8/31/2023,31
6,2/24/2022,24
39,6/20/2023,20
70,10/13/2022,13
72,5/4/2024,4
73,7/18/2024,18
72,12/6/2024,6
51,1/27/2023,27
26,9/25/2024,25
87,4/12/2024,12
58,6/6/2023,6
26,8/29/2022,29
4,4/12/2024,12
85,2/16/2023,16
98,6/15/2024,15
97,8/31/2023,31
97,9/21/2024,21
27,3/20/2024,20
26,9/2/2023,2
3,11/2/2022,2
41,7/23/2022,23
52,11/11/2023,11
78,9/30/2023,30
80,10/8/2022,8
20,3/24/2022,24
75,1/17/2023,17
90,4/12/2024,12
96,4/17/2024,17
100,5/3/2024,3
16,2/16/2023,16
73,7/27/2022,27
23,5/28/2024,28
65,6/6/2023,6
67,7/24/2023,24
8,10/10/2023,10
32,5/16/2023,16
92,3/9/2023,9
75,8/23/2024,23
37,3/11/2022,11
75,2/26/2023,26
37,1/5/2024,5
54,2/2/2023,2
61,2/17/2022,17
12,2/25/2022,25
36,3/19/2024,19
14,10/29/2022,29
4,2/2/2023,2
54,11/7/2024,7
78,1/6/2024,6
7,7/20/2022,20
39,12/29/2022,29
47,2/26/2024,26
89,2/28/2022,28
91,4/19/2022,19
63,5/26/2023,26
76,3/19/2024,19
71,5/8/2024,8
61,4/17/2024,17
85,4/16/2022,16
29,8/31/2024,31
20,9/12/2024,12
89,4/14/2023,14
41,6/30/2022,30
50,6/23/2022,23
43,11/23/2024,23
77,12/17/2021,17
22,12/3/2024,3
97,12/17/2021,17
10,7/28/2022,28
48,3/16/2023,16
22,3/20/2024,20
62,9/4/2024,4
62,2/17/2022,17
93,5/8/2024,8
2,7/27/2022,27
3,1/17/2023,17
33,8/11/2022,11
26,2/15/2022,15
51,10/29/2024,29
61,1/22/2023,22
98,4/21/2023,21
35,3/7/2022,7
77,4/17/2024,17
71,4/26/2023,26
96,1/17/2023,17
86,7/19/2022,19
10,3/7/2022,7
21,8/23/2023,23
26,11/13/2022,13
87,4/22/2024,22
2,1/17/2023,17
60,6/12/2022,12
86,4/20/2022,20
86,3/4/2023,4
15,1/24/2023,24
14,6/20/2023,20
92,11/2/2022,2
77,9/30/2023,30
1,8/18/2022,18
34,10/29/2024,29
16,8/16/2022,16
52,8/11/2022,11
44,5/1/2023,1
39,12/16/2021,16
63,8/23/2024,23
99,10/27/2023,27
38,1/27/2023,27
42,10/14/2022,14
12,5/4/2022,4
75,4/14/2023,14
65,5/2/2023,2
11,2/2/2023,2
84,2/25/2022,25
8,4/20/2022,20
3,10/9/2022,9
4,5/5/2024,5
58,9/6/2022,6
5,5/3/2024,3
70,10/4/2023,4
82,7/10/2024,10
